"Exporter","Importer","Year","App.","Taxon","Class","Order","Family","Genus","Origin","Importer.reported.quantity","Exporter.reported.quantity","Term","Unit","Purpose","Source","id","importer_country","importer_iso3","importer_code","importer_lat","importer_long","exporter_country","exporter_iso3","exporter_code","exporter_lat","exporter_long"
"AU","NZ",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",10,NA,"carvings","","P","O",7325,"New Zealand","NZL",554,-41,174,"Australia","AUS",36,-27,133
"AU","GB",1988,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory carvings","kg","P","",704,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,5,"carvings","","P","O",6760,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"ivory carvings","","T","O",6057,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,182,"ivory carvings","","Q","O",1250,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","ZA",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","P","O",7035,"South Africa","ZAF",710,-29,24,"Australia","AUS",36,-27,133
"AU","GB",1985,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","sets","","",404,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","P","O",1248,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","P","O",5445,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",5745,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",1986,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","kg","P","",507,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","AE",2011,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"carvings","","P","U",6596,"United Arab Emirates","ARE",784,24,54,"Australia","AUS",36,-27,133
"AU","HK",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,2,"carvings","","T","O",6078,"Hong Kong","HKG",344,22.25,114.1667,"Australia","AUS",36,-27,133
"AU","CN",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"ivory carvings","","P","O",5996,"China","CHN",156,35,105,"Australia","AUS",36,-27,133
"AU","GB",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,12,"ivory carvings","","P","O",5744,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","US",1997,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"teeth","","","I",2374,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","GB",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"carvings","","T","O",5743,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",5164,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","CA",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory carvings","","P","W",2494,"Canada","CAN",124,60,-95,"Australia","AUS",36,-27,133
"AU","GB",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","Q","W",3218,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","CA",1984,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory carvings","","","",301,"Canada","CAN",124,60,-95,"Australia","AUS",36,-27,133
"AU","NL",1999,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"carvings","","T","O",2951,"Netherlands","NLD",528,52.5,5.75,"Australia","AUS",36,-27,133
"AU","GB",1988,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","kg","T","",705,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","US",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,18,"ivory carvings","","P","W",2705,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","CA",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",7,NA,"ivory pieces","","P","O",7501,"Canada","CAN",124,60,-95,"Australia","AUS",36,-27,133
"AU","HK",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,5,"ivory carvings","","P","O",6788,"Hong Kong","HKG",344,22.25,114.1667,"Australia","AUS",36,-27,133
"AU","SG",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory pieces","","P","O",8033,"Singapore","SGP",702,1.3667,103.8,"Australia","AUS",36,-27,133
"AU","AE",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","U",6599,"United Arab Emirates","ARE",784,24,54,"Australia","AUS",36,-27,133
"AU","US",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory carvings","","T","O",3907,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","US",1997,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,2,"ivory carvings","","T","O",2371,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","GB",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"ivory pieces","","P","O",7202,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","BE",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",16,16,"ivory carvings","","P","O",5359,"Belgium","BEL",56,50.8333,4,"Australia","AUS",36,-27,133
"AU","NZ",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","P","O",4731,"New Zealand","NZL",554,-41,174,"Australia","AUS",36,-27,133
"AU","CN",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,2,"ivory pieces","","P","O",7117,"China","CHN",156,35,105,"Australia","AUS",36,-27,133
"AU","ZA",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","P","O",7471,"South Africa","ZAF",710,-29,24,"Australia","AUS",36,-27,133
"AU","GB",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,2,"ivory pieces","","T","O",7203,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","RU",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",5517,"Russia","RUS",643,60,100,"Australia","AUS",36,-27,133
"AU","GB",1988,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"feet","","P","",702,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","NZ",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,8,"ivory carvings","","P","O",6869,"New Zealand","NZL",554,-41,174,"Australia","AUS",36,-27,133
"AU","GB",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"ivory carvings","","P","W",3217,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","US",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",16,NA,"ivory carvings","","","O",1302,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","HK",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","T","O",7231,"Hong Kong","HKG",344,22.25,114.1667,"Australia","AUS",36,-27,133
"AU","GB",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,6,"carvings","","P","O",7199,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","HK",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"carvings","","Q","O",1259,"Hong Kong","HKG",344,22.25,114.1667,"Australia","AUS",36,-27,133
"AU","US",1995,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",4,NA,"ivory carvings","","","I",1880,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","CN",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,2,"ivory pieces","","T","O",7118,"China","CHN",156,35,105,"Australia","AUS",36,-27,133
"AU","HK",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory carvings","","T","O",6077,"Hong Kong","HKG",344,22.25,114.1667,"Australia","AUS",36,-27,133
"AU","RU",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,16,"ivory carvings","","P","O",5245,"Russia","RUS",643,60,100,"Australia","AUS",36,-27,133
"AU","GB",1991,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,180,"ivory carvings","","T","",1110,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","US",1989,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",6,NA,"ivory carvings","","","",836,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","SG",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",6,NA,"ivory pieces","","P","O",7744,"Singapore","SGP",702,1.3667,103.8,"Australia","AUS",36,-27,133
"AU","GB",1988,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",250,NA,"ivory carvings","g","P","",703,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","MY",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",6858,"Malaysia","MYS",458,2.5,112.5,"Australia","AUS",36,-27,133
"AU","LK",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"carvings","","Q","O",1277,"Sri Lanka","LKA",144,7,81,"Australia","AUS",36,-27,133
"AU","US",1997,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",4,NA,"ivory carvings","","","W",2373,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","GB",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"carvings","","Q","O",6370,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,26,"ivory carvings","","P","W",3541,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","NZ",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,10,"ivory carvings","","P","O",5508,"New Zealand","NZL",554,-41,174,"Australia","AUS",36,-27,133
"AU","GB",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"carvings","","P","O",6053,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",1990,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory carvings","kg","P","",922,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","NZ",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","P","O",5819,"New Zealand","NZL",554,-41,174,"Australia","AUS",36,-27,133
"AU","FR",2006,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",4901,"France","FRA",250,46,2,"Australia","AUS",36,-27,133
"AU","US",2006,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","I",4991,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","NZ",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","P","U",6868,"New Zealand","NZL",554,-41,174,"Australia","AUS",36,-27,133
"AU","DK",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",5721,"Denmark","DNK",208,56,10,"Australia","AUS",36,-27,133
"AU","HK",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","P","O",6076,"Hong Kong","HKG",344,22.25,114.1667,"Australia","AUS",36,-27,133
"AU","US",1990,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,8,"ivory carvings","","Q","O",975,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","NZ",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",5242,"New Zealand","NZL",554,-41,174,"Australia","AUS",36,-27,133
"AU","US",1996,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory pieces","","T","R",2086,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","JP",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",4705,"Japan","JPN",392,36,138,"Australia","AUS",36,-27,133
"AU","DK",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","P","O",6729,"Denmark","DNK",208,56,10,"Australia","AUS",36,-27,133
"AU","SG",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory carvings","","P","O",8032,"Singapore","SGP",702,1.3667,103.8,"Australia","AUS",36,-27,133
"AU","US",2006,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"JP",NA,3,"ivory carvings","","T","O",4990,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","GB",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","O",7620,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",174,NA,"ivory carvings","","P","O",7619,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,27,"carvings","","T","O",3540,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","US",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","sets","T","W",3625,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","DK",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"carvings","","P","O",6730,"Denmark","DNK",208,56,10,"Australia","AUS",36,-27,133
"AU","HK",1982,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"ivory carvings","","P","",228,"Hong Kong","HKG",344,22.25,114.1667,"Australia","AUS",36,-27,133
"AU","US",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","I",8052,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","GB",1985,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","","",406,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","P","O",6371,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","CN",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","P","O",6309,"China","CHN",156,35,105,"Australia","AUS",36,-27,133
"AU","CN",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",5400,"China","CHN",156,35,105,"Australia","AUS",36,-27,133
"AU","GB",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"carvings","","T","O",6767,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","ID",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",5196,"Indonesia","IDN",360,-5,120,"Australia","AUS",36,-27,133
"AU","CH",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"derivatives","","P","O",7525,"Switzerland","CHE",756,47,8,"Australia","AUS",36,-27,133
"AU","CH",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,15,"ivory carvings","","Q","O",5965,"Switzerland","CHE",756,47,8,"Australia","AUS",36,-27,133
"AU","GB",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","W",3543,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","HK",2006,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",8,NA,"ivory carvings","","T","O",4918,"Hong Kong","HKG",344,22.25,114.1667,"Australia","AUS",36,-27,133
"AU","GB",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","Q","O",6372,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",6373,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","US",1990,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,3,"ivory carvings","","P","O",974,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","CN",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,4,"tusks","","T","O",5122,"China","CHN",156,35,105,"Australia","AUS",36,-27,133
"AU","CA",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",52,NA,"ivory carvings","","P","O",2493,"Canada","CAN",124,60,-95,"Australia","AUS",36,-27,133
"AU","CN",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",5121,"China","CHN",156,35,105,"Australia","AUS",36,-27,133
"AU","US",1990,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,4,"ivory carvings","","P","O",972,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","GB",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"ivory carvings","","T","O",6056,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","US",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,44,"ivory carvings","","P","O",6927,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","US",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",6928,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","GB",1991,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",1108,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"ivory carvings","","T","O",5165,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","FR",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",6742,"France","FRA",250,46,2,"Australia","AUS",36,-27,133
"AU","DE",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory carvings","","T","O",4641,"Germany","DEU",276,51,9,"Australia","AUS",36,-27,133
"AU","GB",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"ivory carvings","","P","W",3219,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","GB",1990,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,3,"ivory carvings","","P","O",923,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","HK",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory pieces","","Q","W",2626,"Hong Kong","HKG",344,22.25,114.1667,"Australia","AUS",36,-27,133
"AU","RU",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"skins","","Q","O",7345,"Russia","RUS",643,60,100,"Australia","AUS",36,-27,133
"AU","US",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",8,NA,"ivory carvings","","T","O",3626,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
